wavelength,flux,model,sky
6712.743,12.868,13.381,8.403
6714.289,13.413,13.09,8.219
6715.835,13.894,13.45,8.773
6717.381,13.042,13.476,9.326
6718.928,13.093,13.169,8.888
6720.475,12.964,13.106,7.997
6722.023,13.391,13.333,7.615
6723.571,13.012,13.434,7.766
6725.119,13.072,13.493,7.76
6726.668,13.71,13.372,7.671
6728.217,13.831,13.377,7.746
6729.767,13.354,13.519,8.415
6731.316,13.086,13.573,8.568
6732.866,12.709,13.475,8.387
6734.417,12.473,13.6,7.871
6735.968,12.023,13.476,7.569
6737.519,12.586,13.403,7.786
6739.071,12.96,13.396,7.724
6740.622,12.892,13.382,7.803
6742.175,12.83,13.374,7.931
6743.727,11.983,13.38,8.081
6745.28,12.586,13.449,8.003
6746.834,13.324,13.283,6.885
6748.387,13.023,13.201,6.806
6749.941,12.792,13.323,7.455
6751.496,13.299,13.36,7.393
6753.051,12.951,13.249,7.385
6754.606,12.653,13.216,7.662
6756.161,12.515,13.285,7.86
6757.717,13.74,13.345,7.742
6759.273,13.144,13.314,7.576
6760.83,13.45,13.228,7.863
6762.387,12.369,13.21,7.525
6763.944,12.955,13.181,7.322
6765.502,12.457,13.239,7.386
6767.06,12.513,13.322,7.51
6768.618,12.584,13.345,7.286
6770.177,12.172,13.242,7.028
6771.736,12.663,13.009,6.917
6773.295,12.854,13.27,7.094
6774.855,11.373,13.319,7.252
6776.415,12.293,13.268,7.412
6777.976,13.151,13.314,7.237
6779.536,13.052,13.334,7.25
6781.098,12.814,13.32,7.282
6782.659,12.78,13.253,7.227
6784.221,12.977,13.277,7.46
6785.784,13.141,13.487,7.434
6787.346,12.596,13.599,7.404
6788.909,12.237,13.372,7.357
6790.473,12.767,13.389,7.489
6792.036,12.437,13.463,7.63
6793.6,12.643,13.503,7.204
6795.165,13.159,13.386,7.128
6796.73,13.833,13.269,7.037
6798.295,13.019,13.345,7.37
6799.86,13.123,13.262,7.12
6801.426,13.402,13.325,7
6802.993,13.773,13.343,6.867
6804.559,12.959,13.352,6.917
6806.126,13.452,13.352,7.055
6807.694,13.929,13.273,7.114
6809.261,11.968,13.222,7.099
6810.829,12.495,12.924,7.047
6812.398,12.876,12.913,6.909
6813.967,14.046,13.071,7.058
6815.536,13.321,13.136,7.063
6817.105,13.326,13.123,7.026
6818.675,13.588,13.229,7.046
6820.245,13.207,13.391,7.025
6821.816,12.637,13.286,6.962
6823.387,13.129,13.216,6.928
6824.958,14.305,13.26,6.861
6826.53,14.405,13.184,8.445
6828.102,13.849,13.209,13.642
6829.674,13.306,13.278,22.106
6831.247,13.765,13.317,26.127
6832.82,12.944,13.272,22.327
6834.394,12.035,13.176,21.89
6835.968,13.63,13.147,25.129
6837.542,13.578,13.248,20.988
6839.116,12.3,13.246,12.491
6840.691,12.909,13.07,8.896
6842.267,12.95,13.106,10.204
6843.842,12.228,13.26,11.013
6845.418,12.457,13.084,9.67
6846.995,13.208,12.884,7.371
6848.572,12.318,12.907,6.627
6850.149,12.741,12.916,6.913
6851.726,12.958,12.979,7.535
6853.304,12.141,12.989,7.511
6854.882,12.564,12.832,7.31
6856.461,12.462,13.005,7.088
6858.04,14.254,12.781,6.909
6859.619,12.874,12.752,7.014
6861.199,13.52,12.77,7.224
6862.779,12.737,12.667,12.5
6864.359,12.431,12.6,27.104
6865.94,12.657,12.537,36.98
6867.521,11.373,12.372,29.836
6869.103,13.884,12.448,13.743
6870.684,12.215,12.642,9.841
6872.267,13.548,12.665,11.189
6873.849,13.892,12.453,10.888
6875.432,12.273,12.304,8.64
6877.015,12.721,12.32,6.725
6878.599,13.415,12.427,6.863
6880.183,13.034,12.53,7.889
6881.768,12.53,12.544,9.896
6883.352,12.955,12.42,10.982
6884.937,12.782,12.267,9.847
6886.523,12.971,12.494,7.872
6888.109,13.068,12.411,8.232
6889.695,12.767,12.375,12.051
6891.282,12.671,12.455,14.169
6892.869,12.231,12.297,11.906
6894.456,12.396,12.358,8.772
6896.044,12.385,12.294,7.881
6897.632,12.151,12.309,7.453
6899.22,11.855,12.337,7.533
6900.809,12.235,12.279,9.104
6902.398,12.062,12.19,12.907
6903.988,12.523,12.178,12.01
6905.577,12.023,12.214,8.93
6907.168,11.817,12.311,6.956
6908.758,12,12.317,6.963
6910.349,12.325,12.242,7.456
6911.941,12.951,12.205,10.166
6913.532,12.605,12.092,15.61
6915.124,11.432,12.129,16.646
6916.717,11.974,12.053,11.872
6918.31,12.626,11.97,7.302
6919.903,12.059,12.028,7.113
6921.496,13.061,12.128,7.748
6923.09,13.284,12.028,14.865
6924.685,12.134,12.037,22.847
6926.279,12.963,11.962,21.217
6927.874,11.661,11.885,12.891
6929.47,11.661,11.861,7.892
6931.065,12.213,11.836,7.308
6932.662,11.997,11.902,7
6934.258,12.03,11.906,6.617
6935.855,12.042,11.862,6.688
6937.452,11.675,11.811,7.091
6939.05,12.563,11.845,9.862
6940.648,11.465,11.944,14.002
6942.246,11.302,11.768,14.68
6943.845,11.664,11.58,10.918
6945.444,11.548,11.859,7.369
6947.043,11.502,11.906,7.485
6948.643,12.008,11.706,14.74
6950.243,11.663,11.88,25.427
6951.844,10.759,11.824,25.537
6953.445,11.934,11.866,15.84
6955.046,13.029,11.943,8.214
6956.648,12.55,11.867,7.506
6958.25,11.726,11.732,7.959
6959.852,11.678,11.778,7.898
6961.455,12.795,11.85,7.617
6963.058,11.949,11.873,7.497
6964.661,12.045,11.802,7.131
6966.265,11.519,11.787,7.263
6967.869,11.133,11.856,7.493
6969.474,10.979,11.906,9.269
6971.079,12.349,11.94,12.637
6972.684,11.89,11.727,12.561
6974.29,12.152,11.786,9.371
6975.896,11.46,11.854,7.517
6977.502,12.51,11.786,9.841
6979.109,12.13,11.814,16.628
6980.716,11.82,11.828,19.097
6982.324,12.216,11.712,14.486
6983.932,11.759,11.758,9.01
6985.54,11.214,11.644,7.877
6987.149,12.135,11.562,7.557
6988.758,12.018,11.902,7.6
6990.367,12.135,11.774,7.788
6991.977,11.982,11.775,7.382
6993.587,11.96,11.722,7.232
6995.198,11.506,11.703,7.316
6996.809,12.366,11.84,7.443
6998.42,11.691,11.901,7.616
7000.032,11.669,11.452,7.418
7001.644,11.88,11.482,7.422
7003.256,11.724,11.559,8.04
7004.869,10.611,11.576,9.477
7006.482,12.136,11.648,9.707
7008.095,11.313,11.712,8.157
7009.709,12.553,11.479,7.255
7011.323,11.623,11.388,9.729
7012.938,11.865,11.363,12.663
7014.553,11.932,11.308,11.863
7016.168,10.875,11.37,8.466
7017.784,10.939,11.587,6.704
7019.4,12.514,11.422,6.615
7021.017,11.567,11.453,6.781
7022.633,11.295,11.395,6.754
7024.251,11.618,11.438,6.453
7025.868,12.476,11.521,6.457
7027.486,12.031,11.374,6.736
7029.105,11.381,11.409,6.837
7030.723,11.893,11.412,7.119
7032.342,11.975,11.398,7.571
7033.962,11.832,11.49,7.693
7035.582,11.547,11.544,7.176
7037.202,11.469,11.408,6.914
7038.822,11.337,11.475,6.745
7040.443,10.953,11.316,7.069
7042.065,10.921,11.343,8.206
7043.686,11.543,11.497,8.664
7045.308,11.235,11.495,8.229
7046.931,11.569,11.302,8.982
7048.553,11.134,11.32,11.397
7050.177,11.964,11.354,12.769
7051.8,12.841,11.273,11.516
7053.424,11.364,11.197,9.878
7055.048,12.36,11.272,8.645
7056.673,11.481,11.427,8.218
7058.298,11.994,11.336,7.411
7059.924,12.252,11.321,7.46
7061.549,11.403,11.41,7.183
7063.176,12.284,11.525,7.767
7064.802,10.676,11.459,8.387
7066.429,11.929,11.158,8.568
7068.056,11.883,11.154,8.517
7069.684,11.484,11.355,8.377
7071.312,11.492,11.242,8.229
7072.94,13.12,11.306,7.909
7074.569,10.557,11.548,8.084
7076.198,12.31,11.44,8.115
7077.828,11.336,11.446,8.025
7079.458,12.236,11.552,8.172
7081.088,11.166,11.474,8.024
7082.719,12.195,11.431,8.091
7084.35,12.33,11.567,8.719
7085.981,12.539,11.659,8.415
7087.613,11.555,11.516,7.724
7089.245,12.074,11.808,8.932
7090.878,11.946,11.74,9.637
7092.511,12.426,11.523,9.027
7094.144,12.221,11.516,7.917
7095.778,11.633,11.634,7.293
7097.412,11.586,11.641,6.871
7099.046,11.909,11.322,6.787
7100.681,11.467,11.38,6.831
7102.316,11.554,11.499,7.005
7103.952,11.668,11.532,6.943
7105.588,11.589,11.729,6.958
7107.224,10.905,11.711,7.033
7108.861,11.061,11.433,6.748
7110.498,11.461,11.488,6.792
7112.135,11.631,11.709,6.918
7113.773,11.598,11.71,6.822
7115.411,12.591,11.477,6.626
7117.05,12.137,11.434,6.918
7118.689,11.403,11.377,6.969
7120.328,11.706,11.528,6.889
7121.968,11.614,11.537,6.746
7123.608,11.817,11.408,6.716
7125.248,11.533,11.466,6.782
7126.889,11.925,11.352,7.298
7128.53,12.344,11.299,7.919
7130.172,12.519,11.45,7.973
7131.814,12.051,11.441,7.573
7133.456,11.189,11.357,7.608
7135.099,11.145,11.558,7.951
7136.742,11.317,11.534,7.767
7138.386,11.61,11.477,6.99
7140.029,11.724,11.399,6.541
7141.674,11.872,11.278,7.2
7143.318,11.959,11.241,8.503
7144.963,11.45,11.396,9.574
7146.609,11.686,11.449,9.886
7148.254,12.247,11.377,9.583
7149.901,12.058,11.436,8.605
7151.547,11.752,11.319,7.912
7153.194,11.455,11.135,7.564
7154.841,11.741,11.248,7.002
7156.489,12.044,11.115,6.858
7158.137,11.609,11.116,7.077
7159.785,11.693,11.235,7.355
7161.434,11.35,11.254,7.811
7163.083,11.187,11.151,8.033
7164.733,11.633,11.119,7.97
7166.383,11.862,11.202,8.093
7168.033,11.941,11.143,8.06
7169.684,11.617,11.127,7.947
7171.335,11.291,11.22,7.82
7172.986,10.804,11.292,7.602
7174.638,11.358,11.197,7.54
7176.29,11.485,11.063,8.027
7177.943,11.776,11.074,7.971
7179.596,11.402,11.018,7.678
7181.249,11.011,10.997,7.788
7182.903,11.346,11.014,7.81
7184.557,11.209,10.964,7.554
7186.212,11.166,11.034,7.036
7187.866,12.482,10.857,6.309
7189.522,12.221,11.091,6.057
7191.177,10.505,11.212,6.307
7192.833,11.68,11.087,6.423
7194.49,12.027,11.16,6.404
7196.147,12.057,10.978,6.143
7197.804,10.913,10.902,6.296
7199.461,11.248,11.076,6.357
7201.119,11.078,11.131,6.721
7202.778,12.417,11.033,6.618
7204.436,11.137,11.085,6.57
7206.095,10.68,11.106,6.362
7207.755,12.4,11.121,6.251
7209.415,11.237,11.139,6.516
7211.075,12.064,11.148,6.469
7212.735,11.907,11.134,6.194
7214.396,10.53,11.088,6.154
7216.058,10.479,11.02,6.166
7217.719,11.203,11.036,6.087
7219.382,11.137,11.073,6.058
7221.044,10.468,11.07,6.727
7222.707,10.389,11.08,7.337
7224.37,11.045,11.125,7.978
7226.034,12.167,11,7.913
7227.698,12.853,10.984,7.329
7229.362,10.759,10.893,7.397
7231.027,11.243,11.019,7.683
7232.692,11.502,11.184,7.317
7234.358,11.263,10.974,7.945
7236.024,11.151,11.049,7.954
7237.69,11.991,11.075,10.104
7239.357,14.535,10.978,22.668
7241.024,12.495,10.915,45.369
7242.692,12.52,10.953,54.258
7244.36,11.669,11.026,46.893
7246.028,11.209,11.121,51.3
7247.697,7.33,11.054,53.552
7249.366,9.465,10.933,32.718
7251.035,12.855,10.921,13.032
7252.705,10.072,10.98,11.747
7254.375,11.054,10.954,16.272
7256.046,11.561,10.924,17.403
7257.717,11.179,11.053,13.938
7259.388,12.334,11.059,9.793
7261.06,11.373,11.038,7.963
7262.732,11.908,11.037,7.515
7264.404,11.592,10.99,7.885
7266.077,12.154,11.078,8.02
7267.75,11.19,11.015,8.564
7269.424,11.066,10.897,9.458
7271.098,9.913,10.956,9.971
7272.772,11.537,11.083,9.058
7274.447,12.083,11.01,12.43
7276.122,14.352,10.987,35.756
7277.798,10.991,10.945,69.676
7279.474,6.692,10.936,68.698
7281.15,10.979,11.038,29.937
7282.827,10.927,11.135,11.684
7284.504,12.693,11.066,20.214
7286.182,11.936,11.024,30.707
7287.86,12.241,11.034,26.955
7289.538,11.184,11.029,13.732
7291.217,10.912,10.978,8.056
7292.896,11.257,10.977,8.602
7294.575,12.085,11.113,8.945
7296.255,12.342,11.171,11.777
7297.935,10.615,10.952,14.418
7299.616,12.469,10.948,12.08
7301.297,12.004,11.015,8.33
7302.978,12.307,11.065,10.66
7304.66,12.24,11.134,19.528
7306.342,11.05,10.83,22.047
7308.025,10.77,10.919,15.252
7309.708,12.825,11.122,8.559
7311.391,11.547,11.053,8.156
7313.075,12.087,10.925,8.481
7314.759,11.581,11.122,11.714
7316.443,13.398,11.143,31.054
7318.128,9.49,11.133,52.023
7319.813,10.99,11.053,45.032
7321.499,10.36,11.037,17.599
7323.185,12.455,11.097,6.25
7324.871,10.245,11.098,6.213
7326.558,10.918,11.084,6.119
7328.245,12.939,11.105,11.436
7329.933,13.021,11.131,22.953
7331.621,10.247,11.103,27.688
7333.309,12.793,11.08,20.347
7334.998,12.255,11.158,9.299
7336.687,12.242,11.192,7.178
7338.377,11.576,11.143,7.884
7340.067,12.523,11.017,19.317
7341.757,12.362,11.02,51.062
7343.448,7.094,11.186,60.574
7345.139,12.269,11.308,35.943
7346.83,12.234,11.271,11.485
7348.522,11.829,11.169,8.254
7350.214,11.683,11.184,8.254
7351.907,11.559,11.269,8.541
7353.6,12.522,11.331,8.479
7355.293,11.556,11.334,8.5
7356.987,12.625,11.268,9.023
7358.681,11.648,11.173,16.779
7360.376,12.117,11.257,25.311
7362.071,11.245,11.319,23.301
7363.766,10.883,11.204,13.125
7365.462,10.934,11.096,8.385
7367.158,11.663,11.267,9.726
7368.855,13.335,11.113,22.089
7370.552,13.025,11.004,45.158
7372.249,10.129,11.063,47.492
7373.947,10.529,11.119,26.795
7375.645,11.696,11.028,10.577
7377.343,11.888,10.996,8.399
7379.042,11.393,11.195,7.799
7380.742,11.779,11.287,7.49
7382.441,12.083,11.143,7.241
7384.141,11.514,11.005,7.267
7385.842,10.36,11.149,7.316
7387.543,11.705,11.281,7.095
7389.244,11.62,11.248,7.498
7390.946,14.717,11.195,9.753
7392.648,16.277,11.227,18.729
7394.35,10.219,11.31,23.785
7396.053,11.165,11.328,17.125
7397.756,11.384,11.26,9.717
7399.46,11.351,11.236,7.591
7401.164,12.834,11.283,14.752
7402.868,13.249,11.291,31.126
7404.573,11.894,11.243,35.046
7406.278,12.115,11.226,21.108
7407.983,11.23,11.237,8.632
7409.689,11.013,11.299,6.573
7411.396,11.926,11.328,6.821
7413.102,11.135,11.209,7.509
7414.81,11.66,11.172,7.862
7416.517,11.324,11.395,7.868
7418.225,11.447,11.204,7.577
7419.933,11.927,11.125,7.266
7421.642,11.59,11.154,6.887
7423.351,11.341,11.222,6.768
7425.061,11.568,11.268,6.847
7426.77,12.946,11.224,6.675
7428.481,11.873,11.087,7.609
7430.191,12.443,11.035,11.333
7431.902,11.983,11.029,14.49
7433.614,11.817,11.076,12.302
7435.326,11.14,11.055,8.301
7437.038,11.593,10.896,8.217
7438.751,11.56,11.009,15.708
7440.464,11.269,11.322,21.076
7442.177,11.067,11.32,17.408
7443.891,10.676,11.31,9.546
7445.605,11.166,11.415,7.188
7447.32,10.838,11.342,7.288
7449.035,11.147,11.247,7.055
7450.75,11.578,11.478,6.552
7452.466,11.591,11.416,6.533
7454.182,11.795,11.279,6.552
7455.899,11.848,11.35,6.715
7457.616,10.991,11.431,6.923
7459.333,11.024,11.212,7.016
7461.051,11.007,11.28,7.335
7462.769,11.762,11.439,8.392
7464.488,11.041,11.463,9.432
7466.207,10.922,11.384,10.263
7467.926,12.309,11.367,11.198
7469.646,10.996,11.401,11.199
7471.366,12.149,11.542,12.047
7473.086,12.64,11.557,15.643
7474.807,11.614,11.537,18.157
7476.529,12.081,11.53,15.202
7478.25,11.673,11.521,11.167
7479.972,11.617,11.751,13.971
7481.695,12.299,11.835,17.969
7483.418,12.194,11.826,19.496
7485.141,12.447,11.822,18.927
7486.865,11.167,11.836,16.947
7488.589,12.084,11.851,10.855
7490.314,12.024,11.904,8.026
7492.038,12.117,11.884,7.654
7493.764,12.914,11.869,8.649
7495.489,11.813,11.83,10.564
7497.216,12.981,11.691,9.716
7498.942,12.811,11.573,7.582
7500.669,12.106,11.857,7.097
7502.396,13.222,11.911,7.14
7504.124,12.096,11.865,7.168
7505.852,12.119,11.871,7.053
7507.581,12.287,11.899,6.95
7509.309,12.468,11.878,6.789
7511.039,12.871,11.893,6.88
7512.768,12.705,11.845,6.709
7514.498,12.441,11.752,6.707
7516.229,11.401,11.815,7.444
7517.96,12.337,11.967,9.312
7519.691,12.594,11.969,10.048
7521.423,12.174,11.994,10.024
7523.155,13.05,11.952,15.643
7524.887,12.8,12.066,33.598
7526.62,11.672,12.16,39.955
7528.353,12.816,12.082,25.076
7530.087,13.325,11.968,13.127
7531.821,13.344,12.045,15.489
7533.556,13.271,12.116,15.735
7535.291,12.613,12.302,10.849
7537.026,13.076,12.486,8.025
7538.761,12.847,12.488,7.66
7540.497,13.516,12.358,8.722
7542.234,11.895,12.487,9.947
7543.971,12.257,12.673,9.238
7545.708,13.076,12.69,7.585
7547.446,13.41,12.706,7.006
7549.184,13.388,12.786,7.203
7550.922,12.883,12.813,7.174
7552.661,13.237,12.861,7.281
7554.4,13.34,12.793,7.249
7556.14,12.695,12.858,7.893
7557.88,14.349,12.752,10.946
7559.621,12.28,12.539,13.939
7561.361,12.512,12.584,11.785
7563.103,12.249,12.435,8.037
7564.844,12.814,12.197,7.612
7566.586,13.195,12.202,7.487
7568.329,12.485,12.295,8.847
7570.072,13.092,12.264,10.13
7571.815,11.673,12.139,18.553
7573.559,13.588,12.083,28.131
7575.303,12.012,12.014,26.53
7577.047,11.629,11.885,14.395
7578.792,12.164,11.979,8.537
7580.537,12.213,12.225,7.07
7582.283,12.58,12.202,6.723
7584.029,12.541,11.975,7.255
7585.776,12.633,12.105,9.84
7587.523,12.319,12.136,15.094
7589.27,12.296,12.038,15.01
7591.018,11.564,11.998,9.778
7592.766,12.383,12.06,7.044
7594.514,13.601,12.024,6.717
7596.263,12.944,11.774,7.143
7598.012,13.54,11.666,13.276
7599.762,12.741,11.691,26.031
7601.512,12.307,11.701,28.996
7603.263,11.908,11.614,18.817
7605.014,12.095,11.452,11.014
7606.765,13.288,11.598,10.871
7608.517,13.299,11.53,10.851
7610.269,11.234,11.536,11.122
7612.021,11.942,11.571,10.811
7613.774,11.837,11.281,10.244
7615.528,11.201,11.36,8.947
7617.281,12.405,11.639,9.505
7619.036,11.445,11.634,12.873
7620.79,11.964,11.457,14.202
7622.545,11.268,11.352,12.791
7624.3,12.13,11.379,12.168
7626.056,11.479,11.457,11.597
7627.812,12.014,11.452,13.815
7629.569,11.543,11.393,22.606
7631.326,11.453,11.439,26.329
7633.083,14.57,11.497,17.109
7634.841,12.554,11.359,9.326
7636.599,11.173,11.289,8.326
7638.358,12.029,11.295,7.847
7640.117,11.031,11.347,7.85
7641.876,11.453,11.386,8.186
7643.636,11.348,11.388,8.287
7645.396,11.513,11.384,8.183
7647.157,11.332,11.413,7.895
7648.918,10.789,11.465,7.658
7650.679,11.794,11.544,7.826
7652.441,12.072,11.491,8.222
7654.203,9.951,11.466,10.514
7655.966,11.529,11.657,11.285
7657.729,12.14,11.491,8.932
7659.493,10.605,11.487,6.939
7661.256,11.821,11.435,8.095
7663.021,11.413,11.352,13.266
7664.785,11.352,11.386,15.996
7666.55,12.443,11.422,12.997
7668.316,11.161,11.032,8.545
7670.082,11.196,11.098,6.969
7671.848,11.571,11.226,6.908
7673.615,11.83,11.259,6.845
7675.382,11.736,11.265,6.571
7677.15,11.676,11.258,6.56
7678.917,11.731,11.151,6.292
7680.686,12.045,11.182,6.75
7682.455,10.939,11.138,7.753
7684.224,11.015,11.062,8.357
7685.993,11.585,11.048,8.138
7687.763,10.648,11.133,8.872
7689.534,11.032,11.333,9.754
7691.304,11.813,11.166,9.289
7693.076,10.919,11.141,9.667
7694.847,10.663,11.187,9.637
7696.619,11.564,11.12,8.395
7698.392,11.264,10.993,9.653
7700.164,11.97,10.918,14.308
7701.938,11.059,11.082,16.098
7703.711,10.735,11.088,11.673
7705.485,11.258,11.159,7.979
7707.26,11.828,11.265,7.181
7709.035,11.307,11.161,7.11
7710.81,11.726,11.343,10.39
7712.586,12.192,11.123,32.451
7714.362,11.589,11.003,56.649
7716.138,12.595,11.11,61.726
7717.915,11.592,11.094,70.756
7719.692,10.063,10.824,71.932
7721.47,9.654,11.063,41.093
7723.248,11.702,11.144,14.945
7725.027,11.022,11.025,16.638
7726.806,10.305,11.016,23.622
7728.585,10.608,11.061,23.118
7730.365,10.805,10.953,15.041
7732.145,9.668,11.093,9.389
7733.926,10.89,10.857,8.667
7735.707,10.851,10.878,10.58
7737.488,11.227,11.094,12.031
7739.27,11.464,11.167,10.545
7741.052,10.128,11.024,9.062
7742.835,11.179,10.925,8.613
7744.618,10.605,10.976,8.341
7746.401,11.524,10.993,7.961
7748.185,11.654,11.024,10.335
7749.97,13.834,11.074,30.318
7751.754,12.894,11.051,80.137
7753.539,7.394,11.066,93.598
7755.325,9.03,11.221,45.569
7757.111,10.765,11.253,11.689
7758.897,11.844,11.187,14.194
7760.684,11.758,11.155,29.538
7762.471,11.119,11.145,38.112
7764.259,10.71,11.009,24.277
7766.047,10.568,11.198,9.634
7767.835,10.996,11.111,7.159
7769.624,11.128,11.006,7.417
7771.413,10.852,11.142,7.879
7773.203,12.172,11.245,11.646
7774.993,11.415,11.037,18.052
7776.783,10.057,11.002,17
7778.574,10.616,10.903,10.418
7780.366,12.033,10.861,15.032
7782.157,9.849,11.019,25.424
7783.949,10.122,11.236,22.686
7785.742,10.089,11.241,12.643
7787.535,10.538,11.217,9.288
7789.328,10.773,11.372,9.524
7791.122,11.39,11.523,11.03
7792.916,12.317,11.484,18.356
7794.711,13.955,11.273,47.084
7796.506,10.112,11.051,62.525
7798.301,9.706,11.105,42.102
7800.097,10.897,11.254,12.98
7801.893,11.53,11.24,7.648
7803.69,9.88,11.231,7.316
7805.487,11.026,11.465,7.598
7807.284,11.672,11.405,11.164
7809.082,10.4,11.506,26.282
7810.881,11,11.282,36.96
7812.679,10.87,11.167,25.713
7814.478,10.655,11.359,12.427
7816.278,11.121,11.453,10.216
7818.078,11.669,11.471,10.968
7819.878,12.649,11.65,16.712
7821.679,13.989,11.559,49.63
7823.48,11.467,11.377,75.302
7825.282,9.473,11.382,54.423
7827.084,12.144,11.481,17.924
7828.887,10.944,11.312,9.375
7830.689,10.486,11.148,9.319
7832.493,10.649,10.959,8.834
7834.296,10.867,10.991,8.049
7836.101,10.855,11.134,7.979
7837.905,10.739,11.023,7.88
7839.71,12.431,10.961,8.687
7841.515,11.468,11.049,19.911
7843.321,11.161,11.048,32.402
7845.127,10.233,10.963,25.94
7846.934,10.18,10.902,11.214
7848.741,10.88,10.908,8.887
7850.548,10.464,10.942,14.154
7852.356,12.2,10.992,27.858
7854.165,11.603,11.014,72.708
7855.973,9.698,11.118,93.915
7857.782,10.142,11.219,53.333
7859.592,12.377,11.147,22.254
7861.402,11.815,11.166,32.858
7863.212,9.284,11.168,34.793
7865.023,9.026,11.078,21.018
7866.834,11.761,10.953,11.007
7868.646,10.94,10.964,17.637
7870.458,10.836,11.073,30.249
7872.27,11.726,10.765,45.153
7874.083,9.922,10.795,37.009
7875.896,10.242,10.933,15.74
7877.71,10.008,10.985,10.68
7879.524,11.401,10.982,21.122
7881.339,11.667,10.99,29.894
7883.154,9.642,10.929,29.046
7884.969,10.628,11.06,22.068
7886.785,11,11.259,15.073
7888.601,10.959,11.314,16.404
7890.418,11.798,11.268,37.402
7892.235,11.192,11.299,51.74
7894.052,10.026,11.314,34.746
7895.87,9.633,11.491,14.77
7897.688,10.827,11.282,10.63
7899.507,8.941,11.25,9.826
7901.326,11.135,11.464,8.649
7903.146,10.07,11.301,8.057
7904.966,10.221,11.125,8.185
7906.786,10.169,11.17,8.765
7908.607,10.784,11.119,8.901
7910.428,12.146,11.104,9.437
7912.25,11.341,11.104,18.466
7914.072,11.391,10.923,64.281
7915.895,11.741,10.868,91.752
7917.717,7.174,10.842,61.032
7919.541,11.312,10.85,21.323
7921.365,12.576,10.856,33.532
7923.189,9.974,10.873,50.288
7925.013,9.354,10.964,35.475
7926.838,10.313,11.052,14.238
7928.664,10.133,10.873,9.483
7930.49,11.138,10.898,16.583
7932.316,11.672,10.91,34.966
7934.143,11.525,10.827,36.861
7935.97,8.806,10.929,21.952
7937.797,11.643,11.106,9.787
7939.625,10.75,11.268,8.049
7941.454,9.993,11.265,7.963
7943.282,10.251,11.057,8.522
7945.112,10.829,10.937,9.208
7946.941,11.449,11.189,10.147
7948.771,11.34,11.293,14.437
7950.602,12.649,10.999,24.337
7952.433,10.227,10.943,23.744
7954.264,10.072,10.968,13.067
7956.096,10.647,10.953,7.607
7957.928,10.5,11.048,6.898
7959.76,11.176,10.982,6.608
7961.594,11.339,10.994,6.782
7963.427,10.927,10.941,14.515
7965.261,13.105,10.911,53.392
7967.095,9.01,11.013,73.723
7968.93,10.553,11.103,46.233
7970.765,10.943,10.857,16.451
7972.6,10.025,10.836,11.026
7974.436,11.239,10.833,8.592
7976.273,11.067,10.805,9.49
7978.11,10.512,10.82,16.675
7979.947,12.638,10.906,30.554
7981.785,8.852,11.047,37.486
7983.623,10.643,11.013,25.653
7985.461,8.932,10.903,11.053
7987.3,11.423,10.873,7.902
7989.139,10.794,10.982,8.716
7990.979,10.856,11.083,9.915
7992.819,12.432,10.901,28.522
7994.66,12.132,10.931,67.839
7996.501,9.322,11.006,71.218
7998.343,8.84,11.072,37.612
8000.184,8.96,11.126,12.72
8002.027,11.625,11.142,9.814
8003.87,10.031,11.16,9.605
8005.713,10.776,11.091,8.647
8007.556,11.269,11.082,8.04
8009.4,10.772,11.059,7.398
8011.245,10.587,10.975,7.499
8013.09,12.953,10.918,10.704
8014.935,10.791,10.945,22.443
8016.781,10.703,11.033,28.212
8018.627,10.127,11.022,18.235
8020.473,9.893,11.007,11.556
8022.32,10.881,11.033,12.451
8024.168,10.168,11.048,15.181
8026.016,11.217,11.14,40.118
8027.864,10.734,11.116,62.825
8029.713,10.851,11.024,45.605
8031.562,10.411,11.043,19.611
8033.411,9.917,11.167,11.366
8035.261,9.754,11.225,9.038
8037.112,10.421,11.225,8.333
8038.962,10.942,11.281,7.583
8040.814,10.673,11.328,7.594
8042.665,9.595,11.333,7.862
8044.517,10.524,11.291,7.459
8046.37,11.031,11.246,7.222
8048.223,10.898,11.317,7.052
8050.076,10.456,11.297,8.209
8051.93,11.183,11.371,13.618
8053.784,11.467,11.414,19.476
8055.639,10.853,11.393,16.459
8057.494,9.924,11.439,9.457
8059.35,10.846,11.42,6.975
8061.206,11.179,11.369,10.778
8063.062,12.692,11.358,25.511
8064.919,11.507,11.436,31.655
8066.776,10.021,11.437,19.096
8068.634,10.938,11.269,8.296
8070.492,10.476,11.419,7.193
8072.35,10.865,11.44,6.52
8074.209,10.2,11.334,6.955
8076.069,9.982,11.366,7.244
8077.928,11.41,11.417,8.08
8079.789,11.774,11.278,8.737
8081.649,11.205,11.527,7.887
8083.51,11.219,11.537,7.547
8085.372,10.87,11.53,8.794
8087.234,10.407,11.548,9.418
8089.096,10.241,11.63,8.306
8090.959,10.778,11.828,6.645
8092.822,11.549,11.902,7.298
8094.686,12.588,12.192,11.6
8096.55,11.063,12.489,12.931
8098.414,10.601,12.612,9.57
8100.279,11.322,12.541,7.783
8102.145,11.588,12.369,11.06
8104.011,12.188,12.17,18.032
8105.877,11.109,11.9,17.444
8107.743,10.773,11.812,11.212
8109.611,10.454,11.848,7.972
8111.478,10.243,11.783,7.733
